pn,qty,description
VMT8_A0114,1,SOFTKEY VMT
VMT8_A0130,0,FRONT PANEL UP/DOWN ASSEMBLY
VMT8_A0134,4,FRONT PANEL Z MOTOR
VMT8_A0138,0,GEAR
VMT8_A0180,35,ALIGNER U/D ASSEMBLY
VMT8_A0185,3,ALIGNER U/D MOTOR
VMT8_A0200,3,TRANSCARRIER ASSEMBLY
VMT8_A0203,4,TRANSCARRIER FORK PIECE
VMT8_A0205,0,TRC U/D MOTOR
VMT8_A0250,2,TRANSCARRIER F/B MOTOR
VMT8_A0312,5,RIGHT UPPER COMB
VMT8_A0322,4,LEFT UPPER COMB ASSEMBLY
VMT8_A0330V02,4,TRANSWAFER TRANSMISSION
VMT8_A0350,2,TRANSWAFER F/B MOTOR (OLD)
VMT8_A0350V02,4,TRANSWAFER F/B MOTOR (NEW)
VMT8_A0414,2,ELEVATOR X AXIS BELT TIGHTNER
VMT8_A0419,0,LEFTSIDE COVER
VMT8_A0435,0,CAMERA X AXIS RIBON CABLE
VMT8_A0500V02,0,ELEVATOR ASSEMBLY
VMT8_A0505,8,BATCH ELEVATOR U/D MOTOR
VMT8_A0515,0,"CLAMP, MONO LOCKING, CYLINDRIC"
VMT8_A0535,0,MONO ELEVATOR U/D MOTOR
VMT8_A0540,16,MAPPING UNIT
VMT8_A0550,5,ELEVATOR F/B MOTOR
VMT8_A0602,0,CAMERA ASSEMBLY (OLD)
VMT8_A0650,3,CAMERA F/B MOTOR
VMT8_A1120,4,STATUS LIGHT
VMT8_A1200,36,KEYBOARD ASSEMBLY
VMT8_A1251,0,"LOADING BAY, LEFT, VMT"
VMT8_A1252,0,"LOADING BAY, RIGHT, VMT"
VMT8_A1253,2,TRACKPAD
VMT8_A1800,5,ALIGNER ASSEMBLY
VMT8_A1805,8,ALIGNER ROTATION MOTOR
VMT8_A2100,0,SAFETY BRACKET
VMT8_A5500,1,ELEVATOR ASSEMBLY
VMT8_A5505,5,BATCH U/D MOTOR (PRISM)
VMT8_A5535,6,ELAVATOR U/D MONO (PRISMATIC)
VMT8_A8001,0,SCREEN-TOUCHSCREEN
VMT8_A8040,4,SCREEN-TOUCHSCREEN
VMT8_A8100,0,PC ASSEMBLY
VMT8_A91807,9,ROULEAI SUPPORT D3
VMT8_A91808,9,DRIVING SILLICON ROLLER
VMT8_A91821,0,POULIE REVETY JOINT
VMT8_M0005,21,ROTATING (10MM) ROD
VMT8_M0054,0,ON BUTTON
VMT8_M0056,0,OFF BUTTON
VMT8_M0076,0,VMT PC BRACE
VMT8_M0089,0,OLDHAM CENTER
VMT8_M0126,0,FIXED MAPPING SUB-ASSY
VMT8_M0130,2,FRONT PANEL U/D FLAG
VMT8_M0185,0,CARTER MOTEUR UP/DOWN
VMT8_M0205,2,BEARING SPACER
VMT8_M0211,3,COVER
VMT8_M0212,4,AXIS
VMT8_M0217,3,PULLEY SPACER
VMT8_M0218,3,END PART COVER
VMT8_M0222,3,PULLEY
VMT8_M0227,3,ENDLESS SCREW
VMT8_M0239,127,SHORT AXIS SCREW (TRC)
VMT8_M0247,2,PULLEY
VMT8_M0255,2,PINION
VMT8_M0256,2,ENDLESS SCREW
VMT8_M0266,5,WASHER
VMT8_M0267,3,SCREW
VMT8_M0276,0,BELT Z AXIS TRC
VMT8_M0306,0,GEAR SIDE GUIDE
VMT8_M0315,0,FIXING SCREWS
VMT8_M0349,0,GEAR SIDE GUIDE
VMT8_M0399,0,BELT X AXIS TRW RIGHT/LEFT
VMT8_M0404,0,CMR&ELV TROLLEY TOOTHED PULLEY
VMT8_M0406,0,CAM/ELV TROLLEY MTR GUIDE
VMT8_M0408,1,CAM/ELEV BEARING CLAMP SUPT
VMT8_M0423,0,500/600 OLDHAM AXIS
VMT8_M0451,0,X AXIS CLAMP
VMT8_M0454,0,X AXIS CLAMP
VMT8_M0501,0,GEAR WASHER
VMT8_M0504,0,GEAR
VMT8_M0507,0,LOWER PIN MONO
VMT8_M0515,0,"CLAMP, MONO LOCKING, CYLINDRIC"
VMT8_M0526,0,MONO FINGER BODY
VMT8_M0529,0,MONO FINGER COVER
VMT8_M0535,0,SHAFT
VMT8_M0568,0,BELT GEAR
VMT8_M0594,0,PULLEY GUIDE
VMT8_M0623,0,CAMERA UNIT ADJUSTMENT SCREW
VMT8_M0650,0,MIRROR
VMT8_M0651,0,MIRROR SUPPORT
VMT8_M0666,0,PROTECTION
VMT8_M0667,0,SMALL MIRROR LIGHT UNIT COVER
VMT8_M0668,0,DIFFUSOR
VMT8_M0690,0,MIRROR SUPPORT
VMT8_M1082,28,TOUCHSCREEN CORNERS CLAMP
VMT8_M1105,0,TRAVERSE AVANT
VMT8_M1330,3,BELT FRONT PANEL Z
VMT8_M1574,0,MONO HEAD COVER SCREWS
VMT8_M1576,1,BATCH Z AXIS BELT CYLINDRIC
VMT8_M1577,1,BELT ELEVATOR MONO Z
VMT8_M1801,0,CARTE ALIGNER
VMT8_M1802,0,COUVERCLE CARTE PIGNON
VMT8_M1803,13,ROLLER GEAR AXIS
VMT8_M1804,10,AXE PIGNON MOTEUR
VMT8_M1806,5,COUVERCLE ENS ROULEAUX
VMT8_M1811,5,CARTE OLDHAM
VMT8_M1812,5,FIXATION SECTEUR DENTEE
VMT8_M1813,5,SECTEUR DENTE
VMT8_M1814,7,3MM ROD
VMT8_M1818,5,SUPPORT CABLE
VMT8_M1819,10,BOUCHON CARTE ALIGNER
VMT8_M1820,10,BAGUE SUPPORT CONNECTEUR
VMT8_M1822,10,PIGNON MOTEUR ALIGNER
VMT8_M1825,10,PIGNON FOU
VMT8_M1826,20,FLAG SENSOR
VMT8_M1828,0,COUPE FAISCEAU
VMT8_M1829,7,AXE DENTRAIN ROULEAU
VMT8_M1833,10,BAGUE CONNECTEUR
VMT8_M1834,30,BAGUE CONNECTEUR
VMT8_M3001,0,TENSIONNER AXIS SCREW
VMT8_M3002,0,TENSIONNER NUT
VMT8_M3003,1,TENSIONNER
VMT8_M3004,0,TENSIONNER PULLEY
VMT8_M3005,0,TIGHTENER SETTING SCREW
VMT8_M4001,0,SPECIFIC CENTRING PIECE SPRING
VMT8_M4056,0,COVER SUPPORT PIECE
VMT8_M4060,0,BELT Z AXIS TRC
VMT8_M4061,4,BELT X AXIS ELEVATOR
VMT8_M4062,0,BELT X AXIS CMR
VMT8_M5515,0,"CLAMP, MONO LOCKING, PRISMATIC"
VMT8_M5522,1,BELT Z AXIS BATCH PRISMATIC
VMT8_M5538,0,BATCH ARM PRISMATIC
VMT8_M5549,1,BELT TRANSMISSION Z BATCHPRISM
VMT8_M5550,1,CAPOT
VMT8A00002,0,ELEVATOR FLAT CABLE GUIDE
VMT8A00003,3,CAMERA FLAT RIBBON CABLE
VMT8A00410,3,CAM/ELEV X DRIVING PULLEY/AXIS
VMT8A00503,4,VMT BATCH HEAD (NEW ELEVATOR)
VMT8A00522,7,STD BATCH HEADER FR CYLINDRICA
VMT8BBA00503,4,BTB BATCH HEAD
VMT8IB_M0670,0,MIRROR
VMT8IB_M0690,1,MIRROR
VMT8IN_0505,0,VMT8IN_0505
VMT8IN_A0312,3,RIGHT UPPER COMB
VMT8IN_A0322,5,LEFT UPPER COMB
VMT8IN_A0504,3,BTB HEAD ROTATION MOTOR
VMT8IN_A0505,43,BTB BATCH ELEV U/D MOTOR
VMT8IN_A0600V02,5,CAMERA LIGHTING UNIT
VMT8IN_A5500,1,BACK TO BACK ELEVATOR
VMT8IN_M1533,1,COVER
VMT8IN_M1567,1,BATCH Z AXIS BELT BTBCYLINDRIC
VMT8IN_O0502,3,METAL SHEET TO ADJUST BRAKE
VMT8IN_O0503,0,BRAKE GAGE
VMT8K01,0,KIT OF LINEAR BALL BEARINGS
VMT8K01_A,0,X AXIS BEARING KIT
VMT8K02,11,KIT OF LINEAR BALL BEARINGS
VMT8K03,2,KIT OF BEARINGS
VMT8K04,31,KIT SENSOR OPTOELECTRONICS
VMT8K05,5,KIT OF STATUS LIGHT BULB
VMT8K06,2,KIT OF SCREWS
VMT8K07,1,KIT OF FUSE
VMT8K08,6,BRAKE UPGRADEKIT
VMT8K11,1,LONG CABLE ENCODER
VMT8K12,14,SHORT CABLE ENCODER
VMT8K13,0,TRANSWAF.TRANSMISSION UPGRADE
VMT8K15,0,KIT FOR PENTIUM PC UPGRADE
VMT8K16,8,ALIGNER ROTATION CABLE
VMT8K17,0,NON PENTIUM PC HARD DRIVE
VMT8K18,0,PENTIUM HARD DRIVE
VMT8K19,11,KIT OF OPTICAL BARRIERS
VMT8K21,0,CONTAMINATION WAFERCONTACTKIT
VMT8K22,2,PENTIUM HARD DRIVE
VMT8K23,4,KIT OF FLAT CABLE GUIDE
VMT8K24,2,O RING VMT
VMT8K28,4,ELEVATOR TRANSMISSION KIT
VMT8K30,1,WIRED MONO FINGER KIT
VMT8K34,0,BACK SIDE SCRIBE KIT FORVMTBTB
VMT8K35,1,WIRED MONO FINGER KIT
VMT8K36,0,VMT UPS 220V
VMT8K37,4,BACKSIDE WIRED CAMERA
VMT8R01_A8100,1,PC
VMT8R01_M6205,0,WS08 BACKSIDE MIRROR
VMT8S01_M0262,0,SENSOR FLAG
VMTAC005,0,LED FOR CARRIER PRESENCE
VMTAC006,0,PHOTO FOR CARRIER PRESENCE
VMTAC017,10,ALIGNER MOTOR CABLE
VMTAC018,5,CABLE
VMTAC020,1,CABLE
VMTAC036,0,DETECTION CABLE
VMTAC045,2,ELEV MAPPING LED AND PHOTOTRAN
VMTAC059,0,ON SWITCH WITH CABLE
VMTAC067,2,MONO DETECTION CABLE
VMTAC070,0,RESET SWITCH W/CABLES
VMTAC071,1,SWITCH OFF CABLE
VMTAC081,5,LED AND PHOTOTRANS FIX MAPPING
VMTAC084,0,TRC FLAT RBBN CABLE Z GUIDE
VMTAC091,0,TRANSWAFER COMB PHOTOTRANS
VMTAC092,0,TRANSWAFER COMB LED
VMTAC099,0,U/D INT SENSOR (AL1)
VMTAC100,0,U/D INT SENSOR (AL2)
VMTAC101,0,CABLE INTERFACE BTB
VMTAC102,0,BTB HEAD SENSOR ASSEMBLY
VMTAC126,27,KEYBOARD CABLE
VMTAC149,0,POWER SUPPLY CABLE
VMTAC180,1,MONO DETECTION PINK CABLE
VMTAC184,35,BTB BATCH PINK CABLE
VMTAC197,0,BRAKE INTERFACE WIRE
VMTAH0011,9,LIGHTING BOARD
VMTAH0013,73,BRAKE ELEVATOR INTERFACE BOARD
VMTAH0014,2,BRAKE ELEV/MTHRBRD INT BOARD
VMTAH0015,15,SENSOR INTERFACE BOARD
VMTAH0016,0,BOOSTER BOARD
VMTAH0045,1,MOTHERBOARD
VMTAH0061,1,BTB INTERFACE BOARD
VMTAH0112,2,LIGHTING BOARD
VMTAH1500,91,MOTOR DRIVER BOARD
VMTAH1700,9,STATUS LIGHT BOARD
VMTAH1900,26,CPU BOARD
VMTAH2100,43,MOTOR INTERFACE BOARD
VMTAH2300,0,SCREEN DISTRIBUTION BOARD
VMTAH2500,1,UPPER COMB SENSOR INT. BOARD
VMTAH2700,20,COMMUNICATION BOARD
VMTAH2800,5,FIX MAPPING INT BOARD
VMTAH3000,0,DECOUPLING BOARD
VMTAH3700,1,CASSETTE PRESENCE SENSOR BOARD
VMTAH9090,13,MINI DIN BOARD (BCG)
VMTBC184,28,BTB BATCH PINK CABLE (PRISM)
VMTBH1500,9,MOTOR DRIVER BOARD
VMTBH1900,7,CAMERA INTERFACE BOARD
VMTBH3500,1,DC/DC POWER SUPPLY BOARD
VMTBH3600,0,POWER SUPPLY DISTI BOARD
VMTCH1500,6,SERIAL PORTSPROTECTION BOARD
VMTCH2100,0,TRC INTERFACE BOARD (AMD ONLY)
VMTCH3600,13,PWR SUPPLY MGMT BOARD
VMTP05A00600,0,VMT BSS CAMERA
VMTP05A00645,4,MIRROR
VMTS15M50003,0,MIRROR SUPPORT
VOYA00001,0,LAMP INDICATOR
VP,0,VESPEL PEEK PEN
VSNOSD,0,VACUUM WAND ESD
VSNOSD_G18,0,"VACUUM WAND, ESD SAFE 1/8 THD"
VWK_A,0,VACUUM WAND KIT
X00020,0,"PANDUIT, GUN"
X00362,2,PINCE ROBOT GRIP 485.17
XPPAH0090,0,MOTHERBOARD (2001)
XPPBH0090,1,MOTHERBOARD BPP/SPP
Y0109,49,PRISE 8M RJ45 NON BL. CBL RD
Y0110,0,CAB.RESEAU RJ45BLIND CAT5
Y0597,0,TIRIS CONVERTER
YA0042,2,SILLICON GLUE
Z0229,1,M16 TAP
Z_40PIN,0,SuperPro Z-40 PIN Universal Pr
ZC0212,0,DIGITAL COMPARATOR
ZC0225,2,MECHANICAL LEVEL 300MM
ZC0234,0,BELT TENSION METER
ZC0235,42,VIAL FOR BUBBLE LEVEL
ZC0237,2,TENSION METER
ZC0238,1,DYNAMO METER
ZC0239,4,READING HEAD TUNING TOOL
ZM0133,1,TAP WRENC
ZM0847,0,TORQUE SCREW DRIVER
ZM0848,2,LOCTITE 480 WAFER PIN GLUE
ZM0854,1,TOURNEVIS A FENTE 1.5MM
ZM0859,0,LONG FLAT HEAD SCREWDRIVER TIP
ZM523,0,BITS
